Name,Rating,Review Title,Review Text
paul rad,5,All good with Atom,"I have to be honest, never heard of Atom before i opened an account and was apprehensive but it has been an easy process and the app is good so no problems at all and no complaints. Happy to recommend"
Sally,4,Easy to set up,"Have only just joined Atom so can only comment on set-up. Was a bit unsure of it all being online but high street banks vanishing anyway so not a lot of other options. All was quite straightforward, security seems thorough but have to be a little patient with face id - (light not right/move phone up down etc)."
Thomas Morgan,5,Frictionless process start to finish…,Frictionless process start to finish and great interest rates from an app that is so easy to use. Thank you Atom
Andrew Perkins,5,Very well organised company,"Very well organised company , great telephone advice , easy to use call centre with minimal waiting time .Excellent user friendly app and very easy to use .WHEN can I place my current personal & business account and savings with you too  ?"
Paul Simms,5,The app was so easy to use,
Bryn,5,I was nicely surprised at the ease of…Atom -ease,"I was nicely surprised at the ease of process was to joining your bank, also the app seems easy to navigate  ( coming from a man who is not tech wise to be honest ) & the last but obviously the number 1 reason are the rates of interest on offer !!."
Jackie,5,It’s so easy to use.,
Wayne Harrad,5,Very easy to open account,Very easy to open account. Only took about 10 minutes.
Ed,5,Easy to set up,"Easy to set up, very simple site to use"
Lynda,5,Really easy to set up and use.,Really easy to set up and use.Great interest rates.
Lisa Elia,5,Easy to use,Easy to set up. App well set up. Everything straight forward. Response immediate.
S Johnston,5,Simple to set up,"Simple to set up, good value and modern app"
customer,5,All made very clear,"All made very clear, and easy to use app well done."
I Simpson,5,An easy user guide.,"An easy user guide.Crystal instructions, I've only been here a month. The begining was smooth. I'm not in control of the journey, though the forecast is set out. All which is needed is for the days to role by."
Emily W,1,Really bad experience,"Really bad experience! Downloaded app, went through whole process and they couldn’t confirm me address? Had to contact TransUnion and my address was updated? Just seems a bit stupid, so I’m gonna put my money elsewhere. Also the live chat was pretty unhelpful"
Peter,5,Very straight forward and easy to use…,Very straight forward and easy to use app. Especially with the choice of three verifications
mark,5,Very easy and simple process,Very easy and simple process. Just need to see the results :)
Andrea Page,5,Easy online guidelines and great…,Easy online guidelines and great information about the different savings accounts which I could apply for.  The comparison information was very helpful.
James Booth,5,Easy account to set up online,
Mr Wyatt,5,Interest rates good and investment easy to set up,"After checking with Martin Lewis 'Money saving expert', I invested my savings with Atom. The web site was easy to follow and made the investment process very simple. Also the interest rate was very good. (I had tried to invest elsewhere but the procedure was so complicated that I gave up and invested with Atom)."
Peter,5,Good App! Easy to create a new account,Easy to create a new account. App is easy to use.
Anita Gubb,5,The app is excellent and banking experience refreshing,"The app is easy to use, useful features that are intuitive to navigate with all relevant information to hand.The interest rates are appealing.The whole experience, from opening accounts to transferring of funds is timely and smooth."
Chris,5,Digital simplification to perfection,"Great example of a modern, digital platform that makes saving money really simple and intuitive.  Account setup within minutes.  Safe and secure money transfer mechanism.  Intuitive app with right levels of functionality."
Gary,5,Good interest rates and easy to use,"I’ve used Atom for some time with an Easy Access account but recently opened a one year fixed rate account.I’ve never had an issue with the Atom app and found using it very easy. Opening the new account was straight forward.If I have any ‘concern’ it’s that you cannot transfer money directly between Atom accounts, at least the ones I have.  I had to transfer the funds to my current account and then back to the fixed rate account.  This raised a flag with my bank and I was interrogated by the fraud department before they would release the money. It was resolved fairly quickly but would have been much easier to just transfer the money within Atom.Atom offer good interest rates and I’m happy using them."
